title,url,instructor,rating,reviews_count,price,original_price,duration,lectures,level
Professional Certificate in Career CoachingProfessional Certificate in Career Coaching by MTF InstituteRating: 4.1 out of 5157 reviews4.5 total hours49 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/professional-certificate-in-career-coaching/,"MTF Institute of Management, Technology and Finance",4.1,157,$19.99,,4.5 total hours,49 lectures,All Levels
The Key Stages of CoachingImprove Organizational Performance by Applying Effective CoachingRating: 4.3 out of 5133 reviews3.5 total hours34 lecturesIntermediateCurrent price: $19.99,https://www.udemy.com/course/the-key-stages-of-coaching/,Sorin Dumitrascu,4.3,133,$19.99,,3.5 total hours,34 lectures,Intermediate
Business Coaching for SuccessBusiness Coaching techniques for work and lifeRating: 4.3 out of 580 reviews1.5 total hours30 lecturesAll LevelsCurrent price: $59.99,https://www.udemy.com/course/business-life-coaching/,"John Chisholm, CRFT Productions",4.3,80,$59.99,,1.5 total hours,30 lectures,All Levels
Focus 5 : Practical Guide for Career GrowthA Practical Guide for Career GrowthRating: 4.5 out of 551 reviews1.5 total hours6 lecturesBeginnerCurrent price: $19.99,https://www.udemy.com/course/focus-5-l/,Ramakrishnan Ramaswamy,4.5,51,$19.99,,1.5 total hours,6 lectures,Beginner
"AI for Self-Discovery and Self-ExpressionFind Talents, Gain Confidence, and Create Growth with AI Self-CoachingRating: 4.8 out of 549 reviews1 total hour30 lecturesBeginnerCurrent price: $19.99",https://www.udemy.com/course/ai-powered-self-discovery-pro-expression-of-talents/,Elena Osokina,4.8,49,$19.99,,1 total hour,30 lectures,Beginner
Career Coaching for Success. Career coaching EssentialsCareer Coaching: Learn career coaching & elevate your entire career path. Career choices & career advice for your succesRating: 4.2 out of 542 reviews1 total hour11 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/career-coaching-course/,Creativity Explored,4.2,42,$19.99,,1 total hour,11 lectures,All Levels
"NLP Advanced Course, Certified IANLP trainerMind Design Accredited™ - NLP Advanced Practitioner CertificationRating: 4.6 out of 541 reviews9.5 total hours36 lecturesIntermediateCurrent price: $54.99",https://www.udemy.com/course/nlp-advanced-course-minddesign/,Tea Motti,4.6,41,$54.99,,9.5 total hours,36 lectures,Intermediate
"Career Coaching & Counseling: CV, Job Search, Growth [EN]Job Search Strategy | CV Writing | LinkedIn Profile | Interview Preparation | Career Goals | Personal BrandingRating: 4.3 out of 540 reviews4 total hours11 lecturesAll LevelsCurrent price: $19.99",https://www.udemy.com/course/career-coaching-counseling-cv-job-search-growth/,"PapaHR ⇢ HR, SHRM, AI ChatGPT, Analytics, Management, Leadership PHRi Certification, Business Skills, People, Marketing, Project",4.3,40,$19.99,,4 total hours,11 lectures,All Levels
Build the most successful portfolio. Portfolio essentialsPortfolio for All: Learn the best ways to build a succesful portfolio in easy steps. Optimize your portfolio for successRating: 3.7 out of 531 reviews0.5 total hours13 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/build-a-portfolio-that-drives-success/,Creativity Explored,3.7,31,$19.99,,0.5 total hours,13 lectures,All Levels
How To Become A 6-Figure Career CoachThe Inside Scoop On How To Make A Living In This Exploding IndustryRating: 4.2 out of 528 reviews0.5 total hours14 lecturesAll LevelsCurrent price: $84.99,https://www.udemy.com/course/how-to-become-a-6-figure-career-coach/,J.T. O'Donnell,4.2,28,$84.99,,0.5 total hours,14 lectures,All Levels
Land your dream job on Wall Street!How to fast track the process from an insider.Rating: 5.0 out of 515 reviews1 total hour20 lecturesAll LevelsCurrent price: $139.99,https://www.udemy.com/course/land-your-dream-job-on-wall-street/,Selim Adyel,5.0,15,$139.99,,1 total hour,20 lectures,All Levels
Realign Your Career Path Post LockdownPractical guide for a fresh start. Past-Presence-FutureRating: 4.7 out of 514 reviews1 total hour17 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/realign-your-career-path-post-lockdown/,"Aga Shoshi, Evgenia Volkovyskaya",4.7,14,$19.99,,1 total hour,17 lectures,All Levels
Coaching Bootcamp For Parents Of Young AdultsEquipping parents offer the right career support.Rating: 4.5 out of 56 reviews2 total hours10 lecturesBeginnerCurrent price: $29.99,https://www.udemy.com/course/coaching-101-for-parents-of-high-schoolers/,Findmino.com Online Programs,4.5,6,$29.99,,2 total hours,10 lectures,Beginner
Coach To Launch Young Adults  - MasterclassMaking a lasting impact to your young adultRating: 4.8 out of 54 reviews6.5 total hours49 lecturesBeginnerCurrent price: $19.99,https://www.udemy.com/course/coach-to-launch-masterclass/,Findmino.com Online Programs,4.8,4,$19.99,,6.5 total hours,49 lectures,Beginner
"Introduction to Life in the UK Care SectorFoundations of Care, Safeguarding, and Professional Development in the UK Elderly Care SectorRating: 5.0 out of 53 reviews0.5 total hours21 lecturesAll LevelsCurrent price: $19.99",https://www.udemy.com/course/introduction-to-life-in-the-uk-care-sector/,Indago Development,5.0,3,$19.99,,0.5 total hours,21 lectures,All Levels
"AI-Powered Accountant: Find Your Dream Job NowAI Job Search Mastery: Resumes, LinkedIn, Interview Prep, and Career Strategy for AccountantsRating: 5.0 out of 51 review1.5 total hours17 lecturesBeginnerCurrent price: $19.99",https://www.udemy.com/course/ai-powered-accountant-find-your-dream-job-now/,"Joe DiChiara, Ellen Mahilum",5.0,1,$19.99,,1.5 total hours,17 lectures,Beginner
"Career Skills to Help You Get a JobLearn to write a CV, Cover Letter, Prepare for Job Interviews. Great for students, graduates, teenagers and job seekers.Rating: 5.0 out of 51 review4.5 total hours22 lecturesBeginnerCurrent price: $19.99",https://www.udemy.com/course/career-skills-to-help-you-get-a-job/,Zoe OLeary,5.0,1,$19.99,,4.5 total hours,22 lectures,Beginner
"Career Coaching for HR Professionals: Skills, Tools & EthicsCoach employees with confidence: career conversations, goal setting, IDPs, transitions, and ethical best practicesRating: 0.0 out of 50 reviews1.5 total hours14 lecturesAll LevelsCurrent price: $19.99",https://www.udemy.com/course/career-coaching-for-hr-professionals-skills-tools-ethics/,PracticalGrowth Inc.,,,$19.99,,1.5 total hours,14 lectures,All Levels
"How Sales Managers Coach Hybrid Teams Into Sales ChampionsSales Management, Sales Coaching, Salespeople, Selling, Management, Sales Leadership, Coaching Remotely, LeadershipRating: 4.6 out of 577 reviews1 total hour7 lecturesAll Levels",https://www.udemy.com/course/sales-leadership-coach-training-program-by-keith-rosen/,Keith Rosen,4.6,77,,,1 total hour,7 lectures,All Levels
Land Your IT Dream JobYour Ultimate Guide to Landing High-Paying IT JobsRating: 4.9 out of 517 reviews3 total hours43 lecturesAll Levels,https://www.udemy.com/course/it-career-roadmap/,Mae Point Tech,4.9,17,,,3 total hours,43 lectures,All Levels
"Aprende Coaching y Liderazgo Modulo 0Descubre con tu Coach a Alcanzar Metas, Superar Objetivos, Mejorar tu Motivacion, Conocer y Superar Creencias LimitantesRating: 4.4 out of 5236 reviews1.5 total hours5 lecturesBeginnerCurrent price: $19.99",https://www.udemy.com/course/curso-gratis-de-coaching/,Francisco Lopez,4.4,236,$19.99,,1.5 total hours,5 lectures,Beginner
Öğrenci KoçluğuUluslararası Başarı Sertifikası İmkanıRating: 4.6 out of 5233 reviews6 total hours84 lecturesExpertCurrent price: $19.99,https://www.udemy.com/course/ogrenci-koclugu-global-sertifikal/,Ufuksüreyya Gün,4.6,233,$19.99,,6 total hours,84 lectures,Expert
Profesyonel KoçlukUluslararası Başarı Sertifikası İmkanıRating: 4.5 out of 587 reviews6 total hours84 lecturesExpertCurrent price: $19.99,https://www.udemy.com/course/profesyonel-kocluk-ac-global-sertifikali/,Ufuksüreyya Gün,4.5,87,$19.99,,6 total hours,84 lectures,Expert
