title,url,instructor,rating,reviews_count,price,original_price,duration,lectures,level
"Self Confidence & Self Esteem, Mindfulness MakeoverLift your Self Confidence & Self Esteem, Enabling You To Live Your Best Confident Radiant life, Without Fear & Doubt.Rating: 4.6 out of 5717 reviews2.5 total hours20 lecturesAll LevelsCurrent price: $19.99",https://www.udemy.com/course/self-confidence-self-esteem-mindfulness-makeover/,Julian Jenkins,4.6,717,$19.99,,2.5 total hours,20 lectures,All Levels
"The Secrets of Confidence and CommunicationLearn to remove bad social programming, build expert social skills, and create a natural state of sparkling confidence.Rating: 4.6 out of 5617 reviews3.5 total hours52 lecturesAll LevelsCurrent price: $64.99",https://www.udemy.com/course/confidence-and-communication/,TJ Guttormsen,4.6,617,$64.99,,3.5 total hours,52 lectures,All Levels
"Communicating with Confidence & Impact - For WomenLearn to speak like a leader, connect with others through storytelling and active listening, and lead with curiosityRating: 4.5 out of 5575 reviews1 total hour25 lecturesBeginnerCurrent price: $199.99",https://www.udemy.com/course/communicating-with-confidence-impact-for-women/,Jenni Burton,4.5,575,$199.99,,1 total hour,25 lectures,Beginner
Master The Art of Body Language & Boost Your Confidence!Body language. Read people. Business interactions. Perceptiveness. Detect lies&non-verbal signals. Communication skills.Rating: 4.4 out of 5557 reviews4 total hours44 lecturesAll LevelsCurrent price: $69.99,https://www.udemy.com/course/the-art-of-body-language/,"Dr. Roy Naraine, Adam Naraine",4.4,557,$69.99,,4 total hours,44 lectures,All Levels
Women’s Confidence and MindsetCareer Lessons for EveryoneRating: 4.6 out of 5517 reviews2.5 total hours25 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/professormaja/,Professor Maja,4.6,517,$19.99,,2.5 total hours,25 lectures,All Levels
Boost Self Confidence & Self Esteem With Scientific ResearchBoost confidence and self-esteem | positive affirmations | self-awareness | Neuroscience | overcome fear of failureRating: 4.3 out of 5514 reviews4 total hours61 lecturesBeginnerCurrent price: $49.99,https://www.udemy.com/course/more-confidence-and-self-esteem/,Alex Genadinik,4.3,514,$49.99,,4 total hours,61 lectures,Beginner
SELF CONFIDENCE Build 100 X self confidence and self esteemBuild 100 X Self Confidence: Self Esteem. Social Confidence. Avoid shyness. Manage criticism. Self confidenceRating: 4.3 out of 5482 reviews5 total hours59 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/how-to-build-100-x-self-confidence/,Mert Burian,4.3,482,$19.99,,5 total hours,59 lectures,All Levels
Unstoppable Self Confidence - Your Key to Success!5 practical steps you can apply to increase your confidence todayRating: 4.4 out of 5477 reviews1 total hour13 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/unstoppable-self-confidence-success/,"Scott Paton, Rachel Smets, Scott Alex, Cherub Santelices",4.4,477,$19.99,,1 total hour,13 lectures,All Levels
Unleashing Confidence: The Fear 2.0 - Mastering Self-EsteemGet Real Confidence. Self Esteem. Becoming Rejection-Proof & Anxiety Free. Master Your Psychology & Social InhibitionsRating: 4.7 out of 5474 reviews6.5 total hours43 lecturesAll LevelsCurrent price: $49.99,https://www.udemy.com/course/thefear2/,Justin Quinton,4.7,474,$49.99,,6.5 total hours,43 lectures,All Levels
Transform Your Confidence and Self-Esteem - Complete CourseA complete course showing students real life examples and strategies on how to Transform Their Confidence & Self-Esteem!Rating: 4.3 out of 5455 reviews12 total hours122 lecturesAll LevelsCurrent price: $49.99,https://www.udemy.com/course/confident/,"Joe Parys, Joe Parys Support",4.3,455,$49.99,,12 total hours,122 lectures,All Levels
Voice Training: You Can Speak With ConfidenceYou can speak with confidence and authority. Your voice does not have to undercut your message. Get Voice Training NowRating: 4.1 out of 5453 reviews1 total hour24 lecturesAll LevelsCurrent price: $39.99,https://www.udemy.com/course/how-to-improve-your-voice/,"TJ Walker, Media Training Worldwide Digital",4.1,453,$39.99,,1 total hour,24 lectures,All Levels
The Real You - Success & Confidence Building JourneyLearn to unleash your potential and discover your true self!Rating: 4.4 out of 5394 reviews1.5 total hours12 lecturesAll LevelsCurrent price: $19.99,https://www.udemy.com/course/the-real-you-success-confidence/,School of Leadership,4.4,394,$19.99,,1.5 total hours,12 lectures,All Levels
"Control Your Brain Chemistry – Become Confident and CreativeIncrease your levels of dopamine, serotonin, endorphins, and GABA.Rating: 4.5 out of 5375 reviews2 total hours40 lecturesAll LevelsCurrent price: $69.99",https://www.udemy.com/course/control-your-brain-chemistry/,"Global Harmony Crew, Vegard Gjerde, Vegard Havre Paulsen",4.5,375,$69.99,,2 total hours,40 lectures,All Levels
