title,url,instructor,rating,reviews_count,price,original_price,duration,lectures,level,bestseller
Beginner to Pro in Excel: Financial Modeling and ValuationFinancial Modeling in Excel that would allow you to walk into a job and be a rockstar from day one!Rating: 4.6 out of 559948 reviews20.5 total hours374 lecturesAll LevelsCurrent price: $13.99Original price: $94.99,https://www.udemy.com/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/,365 Careers,Rating: 4.6 out of 54.6,"59,948",$13.99,Original Price$94.99,20.5 total hours,374 lectures,All Levels,True
Financial Modeling: Build a Complete DCF Valuation ModelThe Ultimate Guide to Company Valuation For Aspiring Investment Bankers and Corporate Finance PractitionersRating: 4.6 out of 56641 reviews5.5 total hours89 lecturesAll LevelsCurrent price: $10.99Original price: $64.99,https://www.udemy.com/course/learn-how-to-value-a-company-and-build-a-dcf-model/,365 Careers,Rating: 4.6 out of 54.6,"6,641",$10.99,Original Price$64.99,5.5 total hours,89 lectures,All Levels,True
Financial Modeling for Startups & Small BusinessesLearn the best practices for building practical financial models and forecasts for your startup business.Rating: 4.7 out of 53636 reviews11.5 total hours92 lecturesBeginnerCurrent price: $14.99Original price: $94.99,https://www.udemy.com/course/financial-modeling-for-startups-small-businesses/,"Evan Kimbrell, Symon He",Rating: 4.7 out of 54.7,"3,636",$14.99,Original Price$94.99,11.5 total hours,92 lectures,Beginner,True
Financial Modeling & Fundamental AnalysisComplete A-Z of Financial Modelling (India Focused)Rating: 4.2 out of 53544 reviews25 total hours68 lecturesBeginnerCurrent price: $10.99Original price: $59.99,https://www.udemy.com/course/financialmodelling/,Devang Maheshwari,Rating: 4.2 out of 54.2,"3,544",$10.99,Original Price$59.99,25 total hours,68 lectures,Beginner,True
Introduction to Financial Modeling for BeginnersLearn how to build your first financial models in Excel from scratch.Rating: 4.3 out of 52882 reviews6 total hours59 lecturesBeginnerCurrent price: $15.99Original price: $89.99,https://www.udemy.com/course/intro-to-financial-modeling/,"Symon He, B Young",Rating: 4.3 out of 54.3,"2,882",$15.99,Original Price$89.99,6 total hours,59 lectures,Beginner,True
Step-by-Step 3 Statement Financial ModelingA time-efficient way to learn how to create 3 statement financial models!Rating: 4.5 out of 52504 reviews1.5 total hours23 lecturesAll LevelsCurrent price: $10.99Original price: $54.99,https://www.udemy.com/course/step-by-step-3-statement-financial-modeling/,Michael Ng,Rating: 4.5 out of 54.5,"2,504",$10.99,Original Price$54.99,1.5 total hours,23 lectures,All Levels,True
"The Real Estate Pro Forma Modeling Master ClassThe Complete Step-By-Step Guide To Building Dynamic, Institutional-Quality Real Estate Pro Forma Models in ExcelRating: 4.8 out of 52486 reviews9 total hours108 lecturesIntermediateCurrent price: $10.99Original price: $74.99",https://www.udemy.com/course/the-real-estate-pro-forma-modeling-master-class/,Justin Kivel,Rating: 4.8 out of 54.8,"2,486",$10.99,Original Price$74.99,9 total hours,108 lectures,Intermediate,True
"Financial Modeling for Business Analysts and ConsultantsLearn Financial Modeling in Excel that will allow you to participate in due diligence, strategy or turn around projectsRating: 4.4 out of 52141 reviews3.5 total hours76 lecturesIntermediateCurrent price: $22.99Original price: $109.99",https://www.udemy.com/course/financial-modeling-for-business-analysts-and-consultants/,Asen Gyczew,Rating: 4.4 out of 54.4,"2,141",$22.99,Original Price$109.99,3.5 total hours,76 lectures,Intermediate,True
Advanced Renewable Energy Financial ModelingLearn how to build an integrated project finance model for renewable energy investments from scratch.Rating: 4.5 out of 51554 reviews15 total hours77 lecturesExpertCurrent price: $199.99,https://www.udemy.com/course/advanced-renewable-energy-financial-modeling/,"Lukas Duldinger, CFA, RVA",Rating: 4.5 out of 54.5,"1,554",$199.99,,15 total hours,77 lectures,Expert,True
Financial modeling | Project Finance & InfrastructureLearn how build a project finance model & support infrastructure finance deals around the globe!Rating: 4.4 out of 51448 reviews2.5 total hours29 lecturesIntermediateCurrent price: $19.99,https://www.udemy.com/course/financial-modeling-project-finance-infrastructure/,DealMaker Financial Training,Rating: 4.4 out of 54.4,"1,448",$19.99,,2.5 total hours,29 lectures,Intermediate,True
"Financial modeling | Renewable Energy: Solar & WindLearn how build a financial model for solar plants and wind plants, and help seal renewable energy deals worldwide!Rating: 4.4 out of 51040 reviews2 total hours27 lecturesIntermediateCurrent price: $19.99",https://www.udemy.com/course/financial-modeling-solar-wind-power-plants-2018/,DealMaker Financial Training,Rating: 4.4 out of 54.4,"1,040",$19.99,,2 total hours,27 lectures,Intermediate,True
Complete Financial Modeling for Project Finance in ExcelLearn Financial Modeling for Project Finance and Infrastructure Valuation ( DCF and IRR ).Rating: 4.6 out of 5867 reviews10.5 total hours104 lecturesBeginnerCurrent price: $109.99,https://www.udemy.com/course/project-finance-modeling/,Greg Ahuy,Rating: 4.6 out of 54.6,867,$109.99,,10.5 total hours,104 lectures,Beginner,True
Excel for Accounting & Finance: Financial Modeling & Val.Module 4: Learn Excel from the Ground Up and Build Powerful Financial Models for Real-World Business Decisions.Rating: 4.3 out of 5841 reviews9 total hours87 lecturesAll LevelsCurrent price: $10.99Original price: $74.99,https://www.udemy.com/course/business-finance-terms-for-everyone/,Irfan Sharif ACA ACCA | #1 Best Selling Instructor of Accounting & Bookkeeping,Rating: 4.3 out of 54.3,841,$10.99,Original Price$74.99,9 total hours,87 lectures,All Levels,True
Mastering Financial Modeling & Valuation with ExcelBuild investment-grade financial models from scratch and master valuation techniques using real-world data and Excel.Rating: 3.6 out of 5710 reviews31.5 total hours224 lecturesAll LevelsCurrent price: $11.99Original price: $54.99,https://www.udemy.com/course/excel-fin-analysis-valuation-and-financial-modeling-bundle/,Banking and Finance School,Rating: 3.6 out of 53.6,710,$11.99,Original Price$54.99,31.5 total hours,224 lectures,All Levels,True
"Build Financial Models & Value Companies The Easy WayI am an award winning finance professor with work experience modeling companies @Goldman Sachs, hedge fund Citadel & VC.Rating: 4.4 out of 5709 reviews1 total hour21 lecturesAll LevelsCurrent price: $11.99Original price: $59.99",https://www.udemy.com/course/build-basic-financial-models-valuation-companies-the-easy-way/,Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.,Rating: 4.4 out of 54.4,709,$11.99,Original Price$59.99,1 total hour,21 lectures,All Levels,True
Financial Modeling Bootcamp: Model all 3 Financial StmtsLearn to build and forecast all 3 financial statements from scratch. Become a financial modeling rockstar!Rating: 4.6 out of 5671 reviews3 total hours34 lecturesIntermediateCurrent price: $10.99Original price: $64.99,https://www.udemy.com/course/excel-financial-modeling/,Corey @ Wisdify,Rating: 4.6 out of 54.6,671,$10.99,Original Price$64.99,3 total hours,34 lectures,Intermediate,True
"Financial Modeling CourseBuild Dynamic Models for Valuation, Forecasting, and Strategic Decision-MakingRating: 3.9 out of 5586 reviews2.5 total hours11 lecturesAll LevelsCurrent price: $9.99Original price: $24.99",https://www.udemy.com/course/financial-modeling-online-course/,"Learntoupgrade Course, Makeintern Course, Learntoupgrade Online",Rating: 3.9 out of 53.9,586,$9.99,Original Price$24.99,2.5 total hours,11 lectures,All Levels,True
"Financial Modelling, Financial Planning and DCF ValuationHow to create a startup or existing company financial model from scratch and carry out the DCF ValuationRating: 4.3 out of 5564 reviews6.5 total hours40 lecturesIntermediateCurrent price: $10.99Original price: $64.99",https://www.udemy.com/course/financial-modelling-financial-planning-and-dcf-valuation/,Michael Olafusi,Rating: 4.3 out of 54.3,564,$10.99,Original Price$64.99,6.5 total hours,40 lectures,Intermediate,True
Project Finance & Excel: Build Financial Models from ScratchLearn how to build a complete project finance model in Excel from absolute scratch!Rating: 4.3 out of 5502 reviews3.5 total hours20 lecturesBeginnerCurrent price: $9.99Original price: $39.99,https://www.udemy.com/course/project-finance-excel-build-financial-models-from-scratch/,"Meta Brains, Finance Builders",Rating: 4.3 out of 54.3,502,$9.99,Original Price$39.99,3.5 total hours,20 lectures,Beginner,True
"Return on Investment (ROI) Analysis for ManufacturingRevenues, depreciation, cost of capital, inventory ... How to know if a major investment is right for your organizationRating: 4.5 out of 5495 reviews2.5 total hours27 lecturesAll LevelsCurrent price: $10.99Original price: $59.99",https://www.udemy.com/course/return-on-investment-roi-analysis/,"Ray Harkins, The Manufacturing Academy",Rating: 4.5 out of 54.5,495,$10.99,Original Price$59.99,2.5 total hours,27 lectures,All Levels,True
LBO Valuation: Fundamentals and Excel ModelingMaster LBO Modeling: LBO Valuation Course for Aspiring Finance ProfessionalsRating: 4.2 out of 5414 reviews3.5 total hours50 lecturesAll LevelsCurrent price: $9.99Original price: $44.99,https://www.udemy.com/course/lbo-valuation-fundamentals-and-excel-modeling/,365 Careers,Rating: 4.2 out of 54.2,414,$9.99,Original Price$44.99,3.5 total hours,50 lectures,All Levels,True
Financial Modelling from Scratch Masterclass using MS ExcelThe Ultimate Financial Modelling Course!Rating: 4.3 out of 5405 reviews2 total hours16 lecturesAll LevelsCurrent price: $9.99Original price: $19.99,https://www.udemy.com/course/financial-modelling-from-scratch-using-microsoft-excel/,Piyush Arora,Rating: 4.3 out of 54.3,405,$9.99,Original Price$19.99,2 total hours,16 lectures,All Levels,True
Financial Modeling for StartupsLearn how to model a startup business in Excel and draw conclusions about your businessRating: 4.6 out of 5394 reviews3 total hours47 lecturesIntermediateCurrent price: $10.99Original price: $54.99,https://www.udemy.com/course/financial-modeling-for-startups/,Asen Gyczew,Rating: 4.6 out of 54.6,394,$10.99,Original Price$54.99,3 total hours,47 lectures,Intermediate,True
Real Estate Financial Modeling - The Complete GuidePrepare for a Career in Real Estate FinanceRating: 4.6 out of 5377 reviews5.5 total hours73 lecturesBeginnerCurrent price: $10.99Original price: $44.99,https://www.udemy.com/course/real-estate-financial-modeling-the-complete-guide/,Corey @ Wisdify,Rating: 4.6 out of 54.6,377,$10.99,Original Price$44.99,5.5 total hours,73 lectures,Beginner,True
Advanced Financial Modeling and ValuationMastering Financial Modeling: From Fundamentals to Real-World ApplicationsRating: 3.5 out of 5357 reviews9 total hours39 lecturesAll LevelsCurrent price: $10.99Original price: $64.99,https://www.udemy.com/course/financial-modeling-and-valuation/,Anurag Singal,Rating: 3.5 out of 53.5,357,$10.99,Original Price$64.99,9 total hours,39 lectures,All Levels,True
Financial Modeling and Valuation: Complete Beginner to ProThe Most Comprehensive Step-by-Step Guide to Creating Financial Models from Scratch - From Complete Beginner to ProRating: 3.8 out of 5334 reviews5 total hours28 lecturesAll LevelsCurrent price: $10.99Original price: $39.99,https://www.udemy.com/course/financial-modeling-and-valuation-complete-beginner-to-pro/,iBanking Training,Rating: 3.8 out of 53.8,334,$10.99,Original Price$39.99,5 total hours,28 lectures,All Levels,True
"Master Course in Financial Modeling and Financial AnalysisFinancial Modeling, Financial Analysis, Financial Statements, Financial Analyst, Finance Fundamentals and ValuationRating: 4.3 out of 5318 reviews1 total hour5 lecturesAll LevelsCurrent price: $9.99Original price: $19.99",https://www.udemy.com/course/financial-modeling-financial-analysis-statements-financial-analyst/,Dr. José Prabhu J,Rating: 4.3 out of 54.3,318,$9.99,Original Price$19.99,1 total hour,5 lectures,All Levels,True
