title,url,instructor,rating,reviews_count,price,original_price,duration,lectures,level,bestseller
"Design for Humanity: A New Perspective on User ExperienceDesign for inclusiveness by learning to challenge your vision, testing through stress cases, and analyzing real designRating: 4.6 out of 52652 reviews4 total hours37 lecturesAll LevelsCurrent price: $10.99Original price: $44.99",https://www.udemy.com/course/design-for-humanity-a-new-perspective-on-user-experience/,Eric A. Meyer,Rating: 4.6 out of 54.6,"2,652",$10.99,Original Price$44.99,4 total hours,37 lectures,All Levels,True
"User Experience Design Essentials - Adobe XD UI UX DesignUse XD to get a job in UI Design, User Interface, User Experience design, UX design & Web DesignRating: 4.7 out of 546702 reviews9.5 total hours85 lecturesAll LevelsCurrent price: $10.99Original price: $74.99",https://www.udemy.com/course/ui-ux-web-design-using-adobe-xd/,Daniel Walter Scott,Rating: 4.7 out of 54.7,"46,702",$10.99,Original Price$74.99,9.5 total hours,85 lectures,All Levels,True
User Experience Design FundamentalsDesign Web Sites and Mobile Apps that Your Users Love and Return to Again and Again with UX Expert Joe Natoli.Rating: 4.5 out of 518077 reviews10 total hours53 lecturesBeginnerCurrent price: $10.99Original price: $64.99,https://www.udemy.com/course/user-experience-design-fundamentals/,Joe Natoli,Rating: 4.5 out of 54.5,"18,077",$10.99,Original Price$64.99,10 total hours,53 lectures,Beginner,True
UX Design & User Experience Design Course - Theory OnlyThis course is for anyone interested in learning the theory of UX design.Rating: 4.2 out of 511966 reviews2.5 total hours30 lecturesBeginnerCurrent price: $10.99Original price: $49.99,https://www.udemy.com/course/how-to-change-careers-and-become-a-ux-designer/,Daniel Walter Scott,Rating: 4.2 out of 54.2,"11,966",$10.99,Original Price$49.99,2.5 total hours,30 lectures,Beginner,True
"UX Strategy FundamentalsPractical principles and simple methods to make sure your app, site or system delivers GREAT UX!Rating: 4.5 out of 58484 reviews2.5 total hours33 lecturesBeginnerCurrent price: $10.99Original price: $44.99",https://www.udemy.com/course/ux-strategy-fundamentals/,Joe Natoli,Rating: 4.5 out of 54.5,"8,484",$10.99,Original Price$44.99,2.5 total hours,33 lectures,Beginner,True
User Experience (UX): The Ultimate Guide to Usability and UXGet a job in UX and build your user research and UX design skills with this hands-on user experience training course.Rating: 4.6 out of 56712 reviews10.5 total hours154 lecturesAll LevelsCurrent price: $24.99,https://www.udemy.com/course/ultimate-guide-to-ux/,David Travis,Rating: 4.6 out of 54.6,"6,712",$24.99,,10.5 total hours,154 lectures,All Levels,True
UX & Design Thinking Quick Start - Now with AI Module!Why This Should Be The Start of Every Application Design ProjectRating: 4.4 out of 56186 reviews3 total hours25 lecturesBeginnerCurrent price: $9.99Original price: $34.99,https://www.udemy.com/course/ux-design-thinking-quick-start-for-application-design/,Jeff Hendrickson,Rating: 4.4 out of 54.4,"6,186",$9.99,Original Price$34.99,3 total hours,25 lectures,Beginner,True
"Gamification & Behavioral Design: The Octalysis FrameworkGamification and Engagement Design beyond Beyond Points, Badges, and LeaderboardsRating: 4.7 out of 54727 reviews3 total hours21 lecturesAll LevelsCurrent price: $189.99",https://www.udemy.com/course/gamification-behavioral-design-the-octalysis-framework/,Yu-kai Chou,Rating: 4.7 out of 54.7,"4,727",$189.99,,3 total hours,21 lectures,All Levels,True
UI/UX design with Adobe XD: Design & Prototype a Mobile AppLearn how to design a beautiful and engaging mobile app with Adobe Experience Design (XD). Learn-by-doing approach.Rating: 4.4 out of 54316 reviews2 total hours14 lecturesAll LevelsCurrent price: $11.99Original price: $49.99,https://www.udemy.com/course/adobe-xd-course/,Luca Vavassori,Rating: 4.4 out of 54.4,"4,316",$11.99,Original Price$49.99,2 total hours,14 lectures,All Levels,True
"Sketching for UX Designers - Boost UX work with pen & paper!Learn how to boost your UX design workflow with sketching user interfaces, animations and storyboarding.Rating: 4.7 out of 54174 reviews4.5 total hours51 lecturesAll LevelsCurrent price: $10.99Original price: $59.99",https://www.udemy.com/course/sketching-for-ux-designers/,"Krisztina Szerovay, István Szép, Gergely Szerovay",Rating: 4.7 out of 54.7,"4,174",$10.99,Original Price$59.99,4.5 total hours,51 lectures,All Levels,True
Design Principles for Effective Dashboard DesignIncrease engagement by understanding the psychology of information retrieval & 12 actionable improvements for dashboardsRating: 4.5 out of 53035 reviews1 total hour17 lecturesAll LevelsCurrent price: $10.99Original price: $34.99,https://www.udemy.com/course/design-principles-for-effective-dashboard-design/,Annabel Lyle,Rating: 4.5 out of 54.5,"3,035",$10.99,Original Price$34.99,1 total hour,17 lectures,All Levels,True
UX Fundamentals: User TestingGet better in UX by understanding your usersRating: 4.5 out of 52677 reviews3.5 total hours22 lecturesBeginnerCurrent price: $10.99Original price: $44.99,https://www.udemy.com/course/ux-fundamentals-user-testing/,Greg Rog,Rating: 4.5 out of 54.5,"2,677",$10.99,Original Price$44.99,3.5 total hours,22 lectures,Beginner,True
User Experience Design & User Interface Design FundamentalsLearn the basics of successful User Experience Design and User Interface DesignRating: 4.4 out of 52623 reviews3.5 total hours45 lecturesBeginnerCurrent price: $9.99Original price: $49.99,https://www.udemy.com/course/user-experience-design-user-interface-design-fundamentals/,"Timothy Meixner, Johannes Ruof",Rating: 4.4 out of 54.4,"2,623",$9.99,Original Price$49.99,3.5 total hours,45 lectures,Beginner,True
Learn User Experience Design from A-Z: Adobe XD UI/UX DesignLearn how to become a professional UX/UI Designer and create beautiful websites and applications from scratch.Rating: 4.2 out of 52123 reviews12.5 total hours109 lecturesAll LevelsCurrent price: $10.99Original price: $64.99,https://www.udemy.com/course/learn-user-experience-design-from-a-z/,"Juan E. Galvan, Arthur Zudin",Rating: 4.2 out of 54.2,"2,123",$10.99,Original Price$64.99,12.5 total hours,109 lectures,All Levels,True
Real World UX | Learn User Experience & Start Your CareerUX based on real world examples. Gain powerful UX skills you can use to start a UX career or  improve your projects.Rating: 4.3 out of 51923 reviews5.5 total hours82 lecturesAll LevelsCurrent price: $10.99Original price: $49.99,https://www.udemy.com/course/learn-real-world-ux/,Brendan Bolton-Klinger,Rating: 4.3 out of 54.3,"1,923",$10.99,Original Price$49.99,5.5 total hours,82 lectures,All Levels,True
"Design & Prototype a Mobile UI/UX Experience - Learn FigmaIn this class you will download a figma file and I will walk you through step-by-step, how to create a mobile protoypeRating: 4.6 out of 51773 reviews7.5 total hours12 lecturesBeginnerCurrent price: $10.99Original price: $54.99",https://www.udemy.com/course/design-prototype-a-mobile-uiux-experience-learn-figma/,Aaron Lawrence,Rating: 4.6 out of 54.6,"1,773",$10.99,Original Price$54.99,7.5 total hours,12 lectures,Beginner,True
UX Fundamentals: Practical Usability for Product DesignAvoid common mistakes in product design by learning usability principles and analysing tens of real-life examples.Rating: 4.3 out of 51715 reviews3.5 total hours20 lecturesIntermediateCurrent price: $10.99Original price: $49.99,https://www.udemy.com/course/practical-usability-product-design/,Michał Mazur,Rating: 4.3 out of 54.3,"1,715",$10.99,Original Price$49.99,3.5 total hours,20 lectures,Intermediate,True
UX/UI Design Principles Compact (Theory + Figma Exercise)Learn about user experience and user interface design principles such as heuristic rules and best practices.Rating: 4.6 out of 51494 reviews2 total hours37 lecturesAll LevelsCurrent price: $9.99Original price: $39.99,https://www.udemy.com/course/uxui-design-principles/,Christine moonlearning,Rating: 4.6 out of 54.6,"1,494",$9.99,Original Price$39.99,2 total hours,37 lectures,All Levels,True
"UX Design College Class taught by a University UX InstructorLearn the User Experience Design process, build user personas, UX research, learn UI design, create prototypes & moreRating: 4.6 out of 51331 reviews4.5 total hours13 lecturesBeginnerCurrent price: $10.99Original price: $44.99",https://www.udemy.com/course/userexperiencedesign/,Aaron Lawrence,Rating: 4.6 out of 54.6,"1,331",$10.99,Original Price$44.99,4.5 total hours,13 lectures,Beginner,True
"UX Requirements Made SimpleMy proven method for smarter, UX-focused product requirements (and a lot less stress)Rating: 4.7 out of 51214 reviews3.5 total hours22 lecturesAll LevelsCurrent price: $10.99Original price: $64.99",https://www.udemy.com/course/ux-requirements-made-simple/,Joe Natoli,Rating: 4.7 out of 54.7,"1,214",$10.99,Original Price$64.99,3.5 total hours,22 lectures,All Levels,True
"iOS 12 & Swift 5 - App Design, UI/UX plus DevelopmentThe three-in-one course that teaches app design, UI/UX and iOS development. Includes Sketch and Figma.Rating: 4.8 out of 5954 reviews80.5 total hours492 lecturesBeginnerCurrent price: $14.99Original price: $99.99",https://www.udemy.com/course/app-design-uiux-plus-ios-development/,Gwinyai Nyatsoka,Rating: 4.8 out of 54.8,954,$14.99,Original Price$99.99,80.5 total hours,492 lectures,Beginner,True
"UX Design Process from User Research to Usability TestingUX Process for Beginners from User Interviews to Personas, User stories, Information architecture to Usability testingRating: 4.3 out of 5937 reviews5 total hours42 lecturesBeginnerCurrent price: $9.99Original price: $54.99",https://www.udemy.com/course/ux-design-process-for-beginners-from-user-research-to-usability/,Muhammad Ahsan Pervaiz,Rating: 4.3 out of 54.3,937,$9.99,Original Price$54.99,5 total hours,42 lectures,Beginner,True
Instructional Design Pro (Part 2): No Beginners Allowed!Write Golden Training Curriculum that’s Easier to Learn and More Enjoyable to TeachRating: 4.2 out of 5889 reviews7 total hours31 lecturesAll LevelsCurrent price: $15.99Original price: $89.99,https://www.udemy.com/course/curriculum-teaching-design/,Jason Teteak,Rating: 4.2 out of 54.2,889,$15.99,Original Price$89.99,7 total hours,31 lectures,All Levels,True
UX Design for Beginners - The Essentials of UX + UsabilityLearn User Experience Priciples &amp; Human Behavior Patterns and Apply them to improve UX Design of Websites &amp; Mobile AppsRating: 4.3 out of 5780 reviews5.5 total hours64 lecturesAll LevelsCurrent price: $14.99Original price: $84.99,https://www.udemy.com/course/ux-for-beginners-design-delightful-digital-experiences/,Muhammad Ahsan Pervaiz,Rating: 4.3 out of 54.3,780,$14.99,Original Price$84.99,5.5 total hours,64 lectures,All Levels,True
UX Fundamentals: Career in UXGet practical insight on starting your career as a UX designer from a seasoned professional.Rating: 4.3 out of 5758 reviews2 total hours18 lecturesBeginnerCurrent price: $9.99Original price: $19.99,https://www.udemy.com/course/career-in-ux/,Michał Mazur,Rating: 4.3 out of 54.3,758,$9.99,Original Price$19.99,2 total hours,18 lectures,Beginner,True
"User Experience Design - Learn UI UX App Design with FigmaDesign User-Centered Mobile Apps and Solve Real Problems : User Interface, User Experience design, UX Design with FigmaRating: 4.5 out of 5744 reviews7 total hours78 lecturesBeginnerCurrent price: $9.99Original price: $34.99",https://www.udemy.com/course/user-experience-design-learn-ui-ux-app-design-with-figma/,Gihan Akalanka,Rating: 4.5 out of 54.5,744,$9.99,Original Price$34.99,7 total hours,78 lectures,Beginner,True
UX Research for Apps: User-centric from Concept to LaunchHow do you design apps that connect with customers and get them excited? Find it with this complete UX research toolkit.Rating: 4.4 out of 5680 reviews3.5 total hours35 lecturesIntermediateCurrent price: $11.99Original price: $49.99,https://www.udemy.com/course/app-design-ux-research-from-concept-to-launch/,Todd Greenwood,Rating: 4.4 out of 54.4,680,$11.99,Original Price$49.99,3.5 total hours,35 lectures,Intermediate,True
"UI&UX Design , Animation And Material design In JavafxCreate your Professional javafx application with with a pretty user interfaces and material designRating: 3.7 out of 5666 reviews7 total hours47 lecturesAll LevelsCurrent price: $10.99Original price: $19.99",https://www.udemy.com/course/ui-ux-design-animation-and-material-design-in-javafx/,Mohamed Adel,Rating: 3.7 out of 53.7,666,$10.99,Original Price$19.99,7 total hours,47 lectures,All Levels,True
